component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
alert,acme,default,non-text,border,informational,,6.7,INFO,PASS,onyx-alert.ui-alert--info › div.ui-alert__container border,--ui-alert-info-border,#1d4ed8,--ui-color-surface,#ffffff,,,,2,--ui-alert-info-border → --ui-color-info-border → --ui-blue-600 → #1d4ed8,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container,
alert,acme,default,non-text,border-vs-own-bg,informational,,6.16,INFO,PASS,onyx-alert.ui-alert--info › div.ui-alert__container border/inner,--ui-alert-info-border,#1d4ed8,--ui-alert-info-bg,#eff6ff,,,,2,--ui-alert-info-border → --ui-color-info-border → --ui-blue-600 → #1d4ed8,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container,
alert,acme,default,non-text,box,informational,,1.09,INFO,FAIL,onyx-alert.ui-alert--info › div.ui-alert__container box,--ui-alert-info-bg,#eff6ff,--ui-color-surface,#ffffff,,,,2,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container,
alert,acme,default,text,text,required,4.5,8.01,PASS,PASS,onyx-alert.ui-alert--info › span.ui-alert__body,--ui-alert-info-text,#1e40af,--ui-alert-info-bg,#eff6ff,16,400,false,2,--ui-alert-info-text → --ui-color-info-text → --ui-blue-700 → #1e40af,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container > span.ui-alert__body,An informational message.
alert,acme,default,non-text,border,informational,,3.3,INFO,PASS,onyx-alert.ui-alert--success › div.ui-alert__container border,--ui-alert-success-border,#16a34a,--ui-color-surface,#ffffff,,,,1,--ui-alert-success-border → --ui-color-success-border → --ui-green-600 → #16a34a,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--success > div.ui-alert__container,
alert,acme,default,non-text,border-vs-own-bg,informational,,3.15,INFO,PASS,onyx-alert.ui-alert--success › div.ui-alert__container border/inner,--ui-alert-success-border,#16a34a,--ui-alert-success-bg,#f0fdf4,,,,1,--ui-alert-success-border → --ui-color-success-border → --ui-green-600 → #16a34a,--ui-alert-success-bg → --ui-color-success-bg → --ui-green-50 → #f0fdf4,onyx-alert.ui-alert.ui-alert--success > div.ui-alert__container,
alert,acme,default,non-text,box,informational,,1.05,INFO,FAIL,onyx-alert.ui-alert--success › div.ui-alert__container box,--ui-alert-success-bg,#f0fdf4,--ui-color-surface,#ffffff,,,,1,--ui-alert-success-bg → --ui-color-success-bg → --ui-green-50 → #f0fdf4,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--success > div.ui-alert__container,
alert,acme,default,text,text,required,4.5,4.79,PASS,PASS,onyx-alert.ui-alert--success › span.ui-alert__body,--ui-alert-success-text,#15803d,--ui-alert-success-bg,#f0fdf4,16,400,false,1,--ui-alert-success-text → --ui-color-success-text → --ui-green-700 → #15803d,--ui-alert-success-bg → --ui-color-success-bg → --ui-green-50 → #f0fdf4,onyx-alert.ui-alert.ui-alert--success > div.ui-alert__container > span.ui-alert__body,It worked.
alert,acme,default,non-text,border,informational,,2.94,INFO,FAIL,onyx-alert.ui-alert--warning › div.ui-alert__container border,--ui-alert-warning-border,#ca8a04,--ui-color-surface,#ffffff,,,,1,--ui-alert-warning-border → --ui-color-warning-border → --ui-yellow-600 → #ca8a04,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--warning > div.ui-alert__container,
alert,acme,default,non-text,border-vs-own-bg,informational,,2.84,INFO,FAIL,onyx-alert.ui-alert--warning › div.ui-alert__container border/inner,--ui-alert-warning-border,#ca8a04,--ui-alert-warning-bg,#fefce8,,,,1,--ui-alert-warning-border → --ui-color-warning-border → --ui-yellow-600 → #ca8a04,--ui-alert-warning-bg → --ui-color-warning-bg → --ui-yellow-50 → #fefce8,onyx-alert.ui-alert.ui-alert--warning > div.ui-alert__container,
alert,acme,default,non-text,box,informational,,1.03,INFO,FAIL,onyx-alert.ui-alert--warning › div.ui-alert__container box,--ui-alert-warning-bg,#fefce8,--ui-color-surface,#ffffff,,,,1,--ui-alert-warning-bg → --ui-color-warning-bg → --ui-yellow-50 → #fefce8,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--warning > div.ui-alert__container,
alert,acme,default,text,text,required,4.5,6.62,PASS,PASS,onyx-alert.ui-alert--warning › span.ui-alert__body,--ui-alert-warning-text,#854d0e,--ui-alert-warning-bg,#fefce8,16,400,false,1,--ui-alert-warning-text → --ui-color-warning-text → --ui-yellow-800 → #854d0e,--ui-alert-warning-bg → --ui-color-warning-bg → --ui-yellow-50 → #fefce8,onyx-alert.ui-alert.ui-alert--warning > div.ui-alert__container > span.ui-alert__body,Careful now.
alert,acme,default,non-text,border,informational,,4.83,INFO,PASS,onyx-alert.ui-alert--danger › div.ui-alert__container border,--ui-alert-danger-border,#dc2626,--ui-color-surface,#ffffff,,,,1,--ui-alert-danger-border → --ui-color-danger-border → --ui-red-600 → #dc2626,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--danger > div.ui-alert__container,
alert,acme,default,non-text,border-vs-own-bg,informational,,4.41,INFO,PASS,onyx-alert.ui-alert--danger › div.ui-alert__container border/inner,--ui-alert-danger-border,#dc2626,--ui-alert-danger-bg,#fef2f2,,,,1,--ui-alert-danger-border → --ui-color-danger-border → --ui-red-600 → #dc2626,--ui-alert-danger-bg → --ui-color-danger-bg → --ui-red-50 → #fef2f2,onyx-alert.ui-alert.ui-alert--danger > div.ui-alert__container,
alert,acme,default,non-text,box,informational,,1.09,INFO,FAIL,onyx-alert.ui-alert--danger › div.ui-alert__container box,--ui-alert-danger-bg,#fef2f2,--ui-color-surface,#ffffff,,,,1,--ui-alert-danger-bg → --ui-color-danger-bg → --ui-red-50 → #fef2f2,--ui-color-surface → --ui-white → #ffffff,onyx-alert.ui-alert.ui-alert--danger > div.ui-alert__container,
alert,acme,default,text,text,required,4.5,5.91,PASS,PASS,onyx-alert.ui-alert--danger › span.ui-alert__body,--ui-alert-danger-text,#b91c1c,--ui-alert-danger-bg,#fef2f2,16,400,false,1,--ui-alert-danger-text → --ui-color-danger-text → --ui-red-700 → #b91c1c,--ui-alert-danger-bg → --ui-color-danger-bg → --ui-red-50 → #fef2f2,onyx-alert.ui-alert.ui-alert--danger > div.ui-alert__container > span.ui-alert__body,Something broke.
alert,acme,default,text,text,required,4.5,8.01,PASS,PASS,onyx-alert.ui-alert--info › span,--ui-alert-info-text,#1e40af,--ui-alert-info-bg,#eff6ff,18,400,false,1,--ui-alert-info-text → --ui-color-info-text → --ui-blue-700 → #1e40af,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container > button.ui-alert__dismiss > span,×
alert,acme,focus,non-text,focus-ring,required,3,3.89,PASS,PASS,onyx-alert.ui-alert--info › button.ui-alert__dismiss focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-alert-info-bg,#eff6ff,,,,1,--ui-focus-ring → #8b5cf6,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container > button.ui-alert__dismiss,
alert,acme,hover,text,text,required,4.5,8.01,PASS,PASS,onyx-alert.ui-alert--info › span,--ui-alert-info-text,#1e40af,--ui-alert-info-bg,#eff6ff,18,400,false,1,--ui-alert-info-text → --ui-color-info-text → --ui-blue-700 → #1e40af,--ui-alert-info-bg → --ui-color-info-bg → --ui-blue-50 → #eff6ff,onyx-alert.ui-alert.ui-alert--info > div.ui-alert__container > button.ui-alert__dismiss > span,×
avatar,light,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,3,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar,
avatar,light,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,16,600,false,3,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar > span.ui-avatar__initials,AL
avatar,light,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--square box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--square,
avatar,light,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--square › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,16,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--square > span.ui-avatar__initials,AT
avatar,light,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--sm box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--sm,
avatar,light,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--sm › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,14,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--sm > span.ui-avatar__initials,AL
avatar,light,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--lg box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--lg,
avatar,light,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--lg › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,18,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--lg > span.ui-avatar__initials,AL
avatar,dark,default,non-text,box,informational,,1.22,INFO,FAIL,onyx-avatar box,--ui-avatar-bg,#1e293b,--ui-color-surface,#0f172a,,,,3,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-avatar.ui-avatar,
avatar,dark,default,text,text,required,4.5,13.98,PASS,PASS,onyx-avatar › span.ui-avatar__initials,--ui-avatar-text,#f8fafc,--ui-avatar-bg,#1e293b,16,600,false,3,--ui-avatar-text → --ui-color-neutral → --ui-slate-50 → #f8fafc,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,onyx-avatar.ui-avatar > span.ui-avatar__initials,AL
avatar,dark,default,non-text,box,informational,,1.22,INFO,FAIL,onyx-avatar.ui-avatar--square box,--ui-avatar-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-avatar.ui-avatar.ui-avatar--square,
avatar,dark,default,text,text,required,4.5,13.98,PASS,PASS,onyx-avatar.ui-avatar--square › span.ui-avatar__initials,--ui-avatar-text,#f8fafc,--ui-avatar-bg,#1e293b,16,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-50 → #f8fafc,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,onyx-avatar.ui-avatar.ui-avatar--square > span.ui-avatar__initials,AT
avatar,dark,default,non-text,box,informational,,1.22,INFO,FAIL,onyx-avatar.ui-avatar--sm box,--ui-avatar-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-avatar.ui-avatar.ui-avatar--sm,
avatar,dark,default,text,text,required,4.5,13.98,PASS,PASS,onyx-avatar.ui-avatar--sm › span.ui-avatar__initials,--ui-avatar-text,#f8fafc,--ui-avatar-bg,#1e293b,14,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-50 → #f8fafc,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,onyx-avatar.ui-avatar.ui-avatar--sm > span.ui-avatar__initials,AL
avatar,dark,default,non-text,box,informational,,1.22,INFO,FAIL,onyx-avatar.ui-avatar--lg box,--ui-avatar-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-avatar.ui-avatar.ui-avatar--lg,
avatar,dark,default,text,text,required,4.5,13.98,PASS,PASS,onyx-avatar.ui-avatar--lg › span.ui-avatar__initials,--ui-avatar-text,#f8fafc,--ui-avatar-bg,#1e293b,18,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-50 → #f8fafc,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,onyx-avatar.ui-avatar.ui-avatar--lg > span.ui-avatar__initials,AL
avatar,acme,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,3,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar,
avatar,acme,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,16,600,false,3,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar > span.ui-avatar__initials,AL
avatar,acme,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--square box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--square,
avatar,acme,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--square › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,16,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--square > span.ui-avatar__initials,AT
avatar,acme,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--sm box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--sm,
avatar,acme,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--sm › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,14,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--sm > span.ui-avatar__initials,AL
avatar,acme,default,non-text,box,informational,,1.1,INFO,FAIL,onyx-avatar.ui-avatar--lg box,--ui-avatar-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-avatar.ui-avatar.ui-avatar--lg,
avatar,acme,default,text,text,required,4.5,9.45,PASS,PASS,onyx-avatar.ui-avatar--lg › span.ui-avatar__initials,--ui-avatar-text,#334155,--ui-avatar-bg,#f1f5f9,18,600,false,1,--ui-avatar-text → --ui-color-neutral → --ui-slate-700 → #334155,--ui-avatar-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,onyx-avatar.ui-avatar.ui-avatar--lg > span.ui-avatar__initials,AL
badge,light,default,non-text,box,informational,,1.1,INFO,FAIL,span.ui-badge--neutral.ui-badge--md box,--ui-badge-neutral-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-badge-neutral-bg → --ui-color-badge-neutral-bg → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-badge > span.ui-badge.ui-badge--neutral,
badge,light,default,text,text,required,4.5,9.45,PASS,PASS,span.ui-badge--neutral.ui-badge--md › span.ui-badge__label,--ui-badge-neutral-text,#334155,--ui-badge-neutral-bg,#f1f5f9,16,600,false,1,--ui-badge-neutral-text → --ui-color-badge-neutral-text → --ui-slate-700 → #334155,--ui-badge-neutral-bg → --ui-color-badge-neutral-bg → --ui-slate-100 → #f1f5f9,onyx-badge > span.ui-badge.ui-badge--neutral > span.ui-badge__label,Neutral
badge,light,default,non-text,box,informational,,1.22,INFO,FAIL,span.ui-badge--info.ui-badge--md box,--ui-badge-info-bg,#dbeafe,--ui-color-surface,#ffffff,,,,1,--ui-badge-info-bg → --ui-color-badge-info-bg → --ui-blue-100 → #dbeafe,--ui-color-surface → --ui-white → #ffffff,onyx-badge > span.ui-badge.ui-badge--info,
badge,light,default,text,text,required,4.5,8.49,PASS,PASS,span.ui-badge--info.ui-badge--md › span.ui-badge__label,--ui-badge-info-text,#1e3a8a,--ui-badge-info-bg,#dbeafe,16,600,false,1,--ui-badge-info-text → --ui-color-badge-info-text → --ui-blue-800 → #1e3a8a,--ui-badge-info-bg → --ui-color-badge-info-bg → --ui-blue-100 → #dbeafe,onyx-badge > span.ui-badge.ui-badge--info > span.ui-badge__label,Info
badge,light,default,non-text,box,informational,,1.05,INFO,FAIL,span.ui-badge--success.ui-badge--md box,--ui-badge-success-bg,#f0fdf4,--ui-color-surface,#ffffff,,,,1,--ui-badge-success-bg → --ui-color-badge-success-bg → --ui-green-50 → #f0fdf4,--ui-color-surface → --ui-white → #ffffff,onyx-badge > span.ui-badge.ui-badge--success,
